Employee_ID,Name,Working_Days,Target_Sales,Actual_Sales,Customer_Satisfaction_Score,Policy_Compliance,Low_Working_Days,Target_Not_Met,Low_Customer_Satisfaction,Non_Compliance_Reason,Month,Document_ID,File_Type,Upload_Timestamp,Chat_Log,Compliance_Flag_Probability,Flag_Confidence_Score,Workflow_Status
989,Maira Tariq,24,16150,4018,4.7,No,FALSE,TRUE,FALSE,Target Not Met,October,724714,Word,2024-01-01 16:28:00,Request for policy exception,0.59,0.71,Resolved
990,Bilal Butt,22,10668,21025,3.2,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,483901,PDF,2024-01-01 16:29:00,Request for policy exception,0.75,0.73,Resolved
991,Usman Javed,24,9236,7083,3.4,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",May,647937,Excel,2024-01-01 16:30:00,Client discussed privacy concerns,0.65,0.91,Flagged
992,Usman Raza,26,14959,12521,3.0,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,August,172393,Excel,2024-01-01 16:31:00,Request for policy exception,0.64,0.82,Resolved
993,Fatima Javed,16,17935,21249,3.9,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",December,687406,Excel,2024-01-01 16:32:00,Request for policy exception,0.51,0.76,Flagged
994,Fatima Butt,26,13068,4773,4.4,No,FALSE,TRUE,FALSE,Target Not Met,November,564518,Excel,2024-01-01 16:33:00,Request for policy exception,0.91,1.0,Reviewed
995,Bilal Butt,26,7235,8732,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,776314,Word,2024-01-01 16:34:00,Client discussed privacy concerns,0.85,0.78,Resolved
996,Maira Raza,19,12295,10795,4.2,No,TRUE,FALSE,FALSE,Low Working Days,August,839960,PDF,2024-01-01 16:35:00,General inquiry,0.85,0.83,Flagged
997,Hassan Iqbal,23,13392,10984,4.7,Yes,FALSE,FALSE,FALSE,,August,509678,PDF,2024-01-01 16:36:00,Request for policy exception,0.67,0.78,Flagged
998,Fatima Sheikh,18,16390,6567,4.6,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",August,912004,PDF,2024-01-01 16:37:00,General inquiry,0.57,0.87,Reviewed
999,Usman Khan,30,13448,20121,4.0,Yes,FALSE,FALSE,FALSE,,October,325644,Excel,2024-01-01 16:38:00,Request for policy exception,0.95,0.84,Resolved
1000,Ahmed Javed,25,8747,5674,2.6,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",February,844434,PDF,2024-01-01 16:39:00,General inquiry,0.53,0.99,Flagged
1001,Fatima Raza,20,17834,14875,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,109237,PDF,2024-01-01 16:40:00,General inquiry,0.75,0.88,Resolved
1002,Bilal Khan,29,15433,15572,3.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,September,860438,PDF,2024-01-01 16:41:00,Client discussed privacy concerns,0.64,0.83,Resolved
1003,Ahmed Chaudhry,15,8175,4739,4.2,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",December,892244,Word,2024-01-01 16:42:00,Client discussed privacy concerns,0.85,0.86,Flagged
1004,Hassan Butt,23,16798,5545,4.5,No,FALSE,TRUE,FALSE,Target Not Met,January,211431,PDF,2024-01-01 16:43:00,Request for policy exception,0.92,0.8,Reviewed
1005,Fatima Sheikh,15,16528,13327,4.2,No,TRUE,FALSE,FALSE,Low Working Days,September,639077,Word,2024-01-01 16:44:00,Client discussed privacy concerns,0.77,0.83,Flagged
1006,Aisha Raza,19,9897,9127,4.5,No,TRUE,FALSE,FALSE,Low Working Days,May,857228,Word,2024-01-01 16:45:00,Client discussed privacy concerns,0.76,0.94,Reviewed
1007,Aisha Tariq,18,10037,13065,2.2,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",March,456731,Word,2024-01-01 16:46:00,Request for policy exception,0.92,0.74,Resolved
1008,Sara Javed,27,12427,14492,2.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,729207,PDF,2024-01-01 16:47:00,Client discussed privacy concerns,0.59,0.92,Flagged
1009,Hassan Raza,26,13605,17749,2.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,August,990229,Excel,2024-01-01 16:48:00,Request for policy exception,0.55,0.91,Flagged
1010,Hassan Sheikh,30,7014,13045,4.7,Yes,FALSE,FALSE,FALSE,,February,250187,Word,2024-01-01 16:49:00,Client discussed privacy concerns,0.8,0.92,Flagged
1011,Zain Tariq,27,6381,13521,4.5,Yes,FALSE,FALSE,FALSE,,July,921717,Word,2024-01-01 16:50:00,Request for policy exception,0.87,0.84,Reviewed
1012,Zain Malik,27,6098,12669,4.0,Yes,FALSE,FALSE,FALSE,,November,378194,Excel,2024-01-01 16:51:00,Client discussed privacy concerns,0.77,0.74,Flagged
1013,Hassan Iqbal,28,8426,15283,4.1,Yes,FALSE,FALSE,FALSE,,October,584337,Excel,2024-01-01 16:52:00,General inquiry,0.6,0.8,Flagged
1014,Bilal Sheikh,17,8655,10998,4.2,No,TRUE,FALSE,FALSE,Low Working Days,May,890141,PDF,2024-01-01 16:53:00,General inquiry,0.87,0.75,Flagged
1015,Fatima Javed,27,12938,17440,4.8,Yes,FALSE,FALSE,FALSE,,June,160965,Word,2024-01-01 16:54:00,General inquiry,0.72,0.86,Reviewed
1016,Aisha Khan,20,14101,16697,4.5,Yes,FALSE,FALSE,FALSE,,December,254064,PDF,2024-01-01 16:55:00,General inquiry,0.65,0.82,Resolved
1017,Usman Sheikh,16,5187,17733,3.9,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",June,399545,PDF,2024-01-01 16:56:00,General inquiry,0.95,0.83,Resolved
1018,Bilal Iqbal,17,17236,5269,4.0,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",February,151432,Excel,2024-01-01 16:57:00,Request for policy exception,0.75,0.74,Resolved
1019,Bilal Sheikh,30,16948,11868,2.6,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",February,314554,Excel,2024-01-01 16:58:00,General inquiry,0.81,0.8,Reviewed
1020,Usman Chaudhry,19,15207,16373,4.0,No,TRUE,FALSE,FALSE,Low Working Days,March,861027,PDF,2024-01-01 16:59:00,Request for policy exception,0.74,0.74,Flagged
1021,Fatima Butt,29,10409,9961,3.3,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,274591,Excel,2024-01-01 17:00:00,Request for policy exception,0.73,0.9,Resolved
1022,Bilal Malik,23,7092,19734,2.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,September,116108,Excel,2024-01-01 17:01:00,Client discussed privacy concerns,0.76,0.75,Reviewed
1023,Fatima Chaudhry,16,16836,13661,4.4,No,TRUE,FALSE,FALSE,Low Working Days,December,850405,Word,2024-01-01 17:02:00,General inquiry,0.94,0.72,Flagged
1024,Zain Raza,24,7130,12569,3.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,953787,PDF,2024-01-01 17:03:00,General inquiry,0.51,0.86,Reviewed
1025,Hassan Javed,22,10242,11557,4.9,Yes,FALSE,FALSE,FALSE,,August,495471,Word,2024-01-01 17:04:00,Request for policy exception,0.62,0.82,Reviewed
1026,Bilal Nadeem,28,13549,12433,2.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,November,375836,Word,2024-01-01 17:05:00,General inquiry,0.93,0.72,Reviewed
1027,Hassan Nadeem,16,10647,19653,3.4,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",December,216913,PDF,2024-01-01 17:06:00,General inquiry,0.75,0.96,Resolved
1028,Ali Butt,25,10185,13111,3.3,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,December,833204,Excel,2024-01-01 17:07:00,Client discussed privacy concerns,0.68,0.99,Flagged
1029,Aisha Raza,27,10776,9682,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,September,433814,Word,2024-01-01 17:08:00,Client discussed privacy concerns,0.76,0.8,Reviewed
1030,Maira Tariq,19,15614,19479,3.3,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",August,888787,Word,2024-01-01 17:09:00,Client discussed privacy concerns,0.67,0.72,Resolved
1031,Bilal Javed,21,17449,19047,2.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,November,662341,PDF,2024-01-01 17:10:00,Client discussed privacy concerns,0.83,0.99,Resolved
1032,Ahmed Iqbal,22,12913,12084,2.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,August,273356,PDF,2024-01-01 17:11:00,Client discussed privacy concerns,0.63,0.89,Resolved
1033,Fatima Raza,15,12547,20453,2.8,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",January,436134,Excel,2024-01-01 17:12:00,Request for policy exception,0.62,0.77,Resolved
1034,Sara Chaudhry,20,12823,10200,2.7,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",October,472237,PDF,2024-01-01 17:13:00,General inquiry,0.56,0.84,Reviewed
1035,Fatima Chaudhry,15,12355,14278,4.2,No,TRUE,FALSE,FALSE,Low Working Days,May,187480,PDF,2024-01-01 17:14:00,Client discussed privacy concerns,0.51,0.97,Reviewed
1036,Ahmed Khan,16,11465,6007,2.1,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",June,348239,Word,2024-01-01 17:15:00,Client discussed privacy concerns,0.55,0.87,Resolved
1037,Ahmed Javed,30,17737,19802,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,February,974799,Word,2024-01-01 17:16:00,Client discussed privacy concerns,0.53,0.9,Flagged
1038,Ali Iqbal,29,6497,17329,4.3,Yes,FALSE,FALSE,FALSE,,June,228993,Excel,2024-01-01 17:17:00,General inquiry,0.59,0.86,Flagged
1039,Fatima Malik,15,18324,6779,3.4,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",June,982224,PDF,2024-01-01 17:18:00,Client discussed privacy concerns,0.53,0.86,Resolved
1040,Aisha Javed,25,19519,4755,4.8,No,FALSE,TRUE,FALSE,Target Not Met,September,154879,Word,2024-01-01 17:19:00,Request for policy exception,0.86,0.79,Reviewed
1041,Usman Iqbal,19,15350,10495,4.1,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",May,942995,Word,2024-01-01 17:20:00,Request for policy exception,0.71,0.91,Flagged
1042,Hassan Tariq,24,19238,14187,4.2,No,FALSE,TRUE,FALSE,Target Not Met,March,767370,PDF,2024-01-01 17:21:00,General inquiry,0.75,0.8,Resolved
1043,Usman Khan,29,7555,13513,2.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,September,764411,Word,2024-01-01 17:22:00,Client discussed privacy concerns,0.92,0.74,Reviewed
1044,Bilal Javed,23,10409,21400,4.3,Yes,FALSE,FALSE,FALSE,,June,710595,PDF,2024-01-01 17:23:00,General inquiry,0.61,0.81,Reviewed
1045,Hassan Raza,20,15534,11347,4.5,No,FALSE,TRUE,FALSE,Target Not Met,August,407481,Excel,2024-01-01 17:24:00,General inquiry,0.57,0.75,Reviewed
1046,Fatima Javed,25,7951,18249,3.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,November,812239,Word,2024-01-01 17:25:00,Client discussed privacy concerns,0.87,0.89,Resolved
1047,Usman Iqbal,25,6238,18879,2.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,December,330661,Word,2024-01-01 17:26:00,Client discussed privacy concerns,0.85,0.79,Reviewed
1048,Aisha Butt,15,14165,18057,3.2,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",July,743129,Excel,2024-01-01 17:27:00,Client discussed privacy concerns,0.77,0.91,Reviewed
1049,Fatima Raza,27,9727,16057,4.2,Yes,FALSE,FALSE,FALSE,,September,253507,Word,2024-01-01 17:28:00,General inquiry,0.58,0.75,Reviewed
1050,Maira Tariq,15,8965,8938,3.3,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",August,909636,PDF,2024-01-01 17:29:00,Client discussed privacy concerns,0.72,0.87,Flagged
1051,Aisha Iqbal,16,10686,4737,4.2,No,TRUE,TRUE,FALSE,"Low Working Days, Target Not Met",November,829138,Excel,2024-01-01 17:30:00,Request for policy exception,0.61,0.88,Resolved
1052,Bilal Khan,23,14242,10200,2.3,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",September,748694,Word,2024-01-01 17:31:00,Request for policy exception,0.81,1.0,Resolved
1053,Aisha Butt,17,8701,12371,4.4,No,TRUE,FALSE,FALSE,Low Working Days,February,705510,Word,2024-01-01 17:32:00,Client discussed privacy concerns,0.64,0.76,Reviewed
1054,Zain Javed,29,7780,20615,2.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,781723,Word,2024-01-01 17:33:00,Request for policy exception,0.94,0.9,Resolved
1055,Ahmed Sheikh,15,12398,12534,2.7,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",June,951141,Excel,2024-01-01 17:34:00,Client discussed privacy concerns,0.51,0.89,Flagged
1056,Zain Iqbal,19,6588,6623,3.8,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",January,152501,Excel,2024-01-01 17:35:00,Request for policy exception,0.96,0.88,Flagged
1057,Zain Butt,30,17070,12646,2.2,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",November,739359,Word,2024-01-01 17:36:00,Request for policy exception,0.64,0.7,Reviewed
1058,Maira Tariq,21,7368,17543,2.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,September,544829,Word,2024-01-01 17:37:00,Request for policy exception,0.5,0.86,Flagged
1059,Usman Chaudhry,20,10789,16817,2.8,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,August,123162,Excel,2024-01-01 17:38:00,Client discussed privacy concerns,0.88,0.85,Flagged
1060,Bilal Nadeem,26,5436,8497,3.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,631528,Excel,2024-01-01 17:39:00,General inquiry,0.71,0.95,Reviewed
1061,Zain Raza,15,7828,11933,4.7,No,TRUE,FALSE,FALSE,Low Working Days,December,217360,Excel,2024-01-01 17:40:00,Request for policy exception,0.69,0.79,Reviewed
1062,Ahmed Nadeem,19,6556,10727,4.5,No,TRUE,FALSE,FALSE,Low Working Days,December,837897,PDF,2024-01-01 17:41:00,General inquiry,0.94,0.88,Reviewed
1063,Zain Nadeem,29,12570,16156,3.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,540483,PDF,2024-01-01 17:42:00,Client discussed privacy concerns,0.9,0.79,Reviewed
1064,Maira Butt,19,18364,21949,2.1,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",October,568220,PDF,2024-01-01 17:43:00,Client discussed privacy concerns,0.56,0.74,Reviewed
1065,Sara Javed,20,17050,20692,3.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,July,761766,Word,2024-01-01 17:44:00,Request for policy exception,0.89,0.95,Flagged
1066,Sara Sheikh,17,12480,12627,4.1,No,TRUE,FALSE,FALSE,Low Working Days,May,915495,Word,2024-01-01 17:45:00,Client discussed privacy concerns,0.72,0.72,Resolved
1067,Bilal Tariq,19,14496,12368,3.0,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",July,412131,Excel,2024-01-01 17:46:00,Request for policy exception,0.81,0.96,Flagged
1068,Hassan Nadeem,21,19366,20522,2.3,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,October,571914,PDF,2024-01-01 17:47:00,General inquiry,0.8,0.82,Flagged
1069,Usman Malik,19,15576,20577,2.8,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",July,901098,PDF,2024-01-01 17:48:00,Client discussed privacy concerns,0.64,0.73,Reviewed
1070,Aisha Butt,19,5182,19577,4.3,No,TRUE,FALSE,FALSE,Low Working Days,August,452544,Word,2024-01-01 17:49:00,Request for policy exception,0.93,0.9,Resolved
1071,Usman Khan,19,12190,17472,3.1,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",October,808979,Excel,2024-01-01 17:50:00,General inquiry,0.96,0.75,Resolved
1072,Ahmed Tariq,24,11687,4942,4.4,No,FALSE,TRUE,FALSE,Target Not Met,October,965951,Excel,2024-01-01 17:51:00,Client discussed privacy concerns,0.51,0.72,Reviewed
1073,Hassan Iqbal,24,10565,8620,3.0,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,629580,Word,2024-01-01 17:52:00,General inquiry,0.81,0.7,Resolved
1074,Aisha Malik,17,12241,20195,2.5,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",September,154069,Excel,2024-01-01 17:53:00,Request for policy exception,0.51,0.87,Reviewed
1075,Usman Khan,15,12651,15154,3.3,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",January,640674,PDF,2024-01-01 17:54:00,Request for policy exception,0.92,0.72,Reviewed
1076,Bilal Iqbal,19,10575,10353,3.4,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",June,520140,PDF,2024-01-01 17:55:00,Request for policy exception,0.51,0.77,Resolved
1077,Maira Javed,28,6589,13145,2.0,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,313985,Word,2024-01-01 17:56:00,Request for policy exception,0.62,0.93,Resolved
1078,Maira Malik,23,14779,13494,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,September,152847,Excel,2024-01-01 17:57:00,Client discussed privacy concerns,0.96,0.72,Resolved
1079,Sara Nadeem,28,13851,17562,2.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,October,446615,Word,2024-01-01 17:58:00,Request for policy exception,0.57,0.92,Reviewed
1080,Zain Nadeem,15,5159,6880,2.3,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",February,636474,PDF,2024-01-01 17:59:00,Request for policy exception,0.7,0.84,Reviewed
1081,Usman Javed,17,17145,4545,3.0,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",July,692178,Word,2024-01-01 18:00:00,Request for policy exception,0.83,0.71,Resolved
1082,Bilal Raza,27,11555,18132,4.9,Yes,FALSE,FALSE,FALSE,,April,277184,PDF,2024-01-01 18:01:00,Request for policy exception,0.74,0.89,Flagged
1083,Usman Khan,27,14203,17304,3.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,445723,PDF,2024-01-01 18:02:00,Request for policy exception,0.55,0.89,Flagged
1084,Ali Malik,18,13244,5927,3.9,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",October,107102,PDF,2024-01-01 18:03:00,Client discussed privacy concerns,0.76,0.98,Flagged
1085,Fatima Nadeem,28,19743,20388,3.1,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,February,115455,Excel,2024-01-01 18:04:00,Request for policy exception,0.88,0.92,Resolved
1086,Zain Iqbal,15,18333,15673,3.0,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",November,821658,Word,2024-01-01 18:05:00,General inquiry,0.9,0.94,Flagged
1087,Ali Raza,15,18341,19372,2.1,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",March,240207,PDF,2024-01-01 18:06:00,Client discussed privacy concerns,0.57,0.88,Reviewed
1088,Fatima Raza,22,11846,6663,3.5,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",August,170672,Word,2024-01-01 18:07:00,General inquiry,0.94,0.93,Reviewed
1089,Maira Sheikh,30,7307,19033,3.5,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,March,668561,PDF,2024-01-01 18:08:00,Client discussed privacy concerns,0.58,0.73,Flagged
1090,Fatima Tariq,16,6228,13465,2.5,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",October,880071,Word,2024-01-01 18:09:00,Request for policy exception,0.77,0.85,Resolved
1091,Aisha Sheikh,26,12226,7326,4.3,No,FALSE,TRUE,FALSE,Target Not Met,November,972666,Word,2024-01-01 18:10:00,Client discussed privacy concerns,0.56,0.72,Reviewed
1092,Maira Raza,29,10590,7659,3.5,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",March,812844,Word,2024-01-01 18:11:00,Client discussed privacy concerns,0.75,0.84,Resolved
1093,Bilal Khan,22,11919,21515,3.0,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,March,577776,Excel,2024-01-01 18:12:00,Request for policy exception,0.65,0.78,Flagged
1094,Zain Javed,21,10585,8763,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,October,659508,Word,2024-01-01 18:13:00,General inquiry,0.55,0.79,Resolved
1095,Usman Iqbal,24,14227,14828,3.7,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,465261,Excel,2024-01-01 18:14:00,Client discussed privacy concerns,0.92,0.88,Resolved
1096,Aisha Sheikh,24,16894,18820,4.3,Yes,FALSE,FALSE,FALSE,,October,567477,PDF,2024-01-01 18:15:00,Client discussed privacy concerns,0.53,0.87,Flagged
1097,Bilal Nadeem,16,11046,15221,2.8,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",April,432596,Word,2024-01-01 18:16:00,Request for policy exception,0.55,0.9,Flagged
1098,Ali Javed,20,17237,15211,2.7,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,August,337460,PDF,2024-01-01 18:17:00,General inquiry,0.87,0.86,Reviewed
1099,Bilal Javed,20,9945,17569,3.6,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,July,430691,PDF,2024-01-01 18:18:00,General inquiry,0.91,0.92,Reviewed
1100,Hassan Iqbal,17,12927,9092,2.5,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",March,164760,Word,2024-01-01 18:19:00,Request for policy exception,0.73,0.91,Reviewed
1101,Hassan Khan,25,17641,10022,4.0,No,FALSE,TRUE,FALSE,Target Not Met,January,133339,Excel,2024-01-01 18:20:00,Client discussed privacy concerns,0.94,0.79,Flagged
1102,Ali Nadeem,16,18386,16569,3.8,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",January,721536,Word,2024-01-01 18:21:00,Client discussed privacy concerns,0.71,0.92,Resolved
1103,Fatima Sheikh,26,12016,17515,2.3,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,April,361186,Word,2024-01-01 18:22:00,Request for policy exception,0.89,0.71,Flagged
1104,Usman Butt,15,19027,10159,2.1,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",September,880580,Word,2024-01-01 18:23:00,General inquiry,0.72,0.83,Flagged
1105,Maira Butt,20,12758,17223,3.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,963325,PDF,2024-01-01 18:24:00,General inquiry,0.57,0.84,Resolved
1106,Fatima Nadeem,26,18752,12445,2.9,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",June,158038,Excel,2024-01-01 18:25:00,Request for policy exception,0.59,0.95,Resolved
1107,Sara Javed,19,10086,15022,2.3,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",October,305206,PDF,2024-01-01 18:26:00,Request for policy exception,0.92,0.95,Reviewed
1108,Aisha Sheikh,28,14456,7044,4.3,No,FALSE,TRUE,FALSE,Target Not Met,December,243952,PDF,2024-01-01 18:27:00,General inquiry,0.79,0.84,Resolved
1109,Aisha Tariq,28,12161,13612,2.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,October,638499,Excel,2024-01-01 18:28:00,General inquiry,0.94,0.98,Reviewed
1110,Usman Nadeem,25,6884,9636,3.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,November,822601,PDF,2024-01-01 18:29:00,Client discussed privacy concerns,0.96,0.94,Flagged
1111,Maira Tariq,23,6809,15593,2.7,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,249991,Excel,2024-01-01 18:30:00,Client discussed privacy concerns,0.84,0.97,Reviewed
1112,Ali Iqbal,15,8167,20179,3.9,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",April,919231,PDF,2024-01-01 18:31:00,General inquiry,0.52,0.84,Reviewed
1113,Fatima Chaudhry,30,16989,6892,2.9,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",January,299729,PDF,2024-01-01 18:32:00,Client discussed privacy concerns,0.52,0.82,Reviewed
1114,Aisha Nadeem,29,15533,9812,4.9,No,FALSE,TRUE,FALSE,Target Not Met,April,606751,Excel,2024-01-01 18:33:00,General inquiry,0.65,0.92,Flagged
1115,Ahmed Khan,29,11352,4654,4.1,No,FALSE,TRUE,FALSE,Target Not Met,September,380889,Word,2024-01-01 18:34:00,General inquiry,0.56,0.76,Resolved
1116,Bilal Sheikh,21,16606,21143,2.4,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,June,542931,PDF,2024-01-01 18:35:00,Request for policy exception,0.95,0.95,Reviewed
1117,Fatima Chaudhry,29,18399,5798,3.3,No,FALSE,TRUE,TRUE,"Target Not Met, Low Customer Satisfaction",May,170884,Word,2024-01-01 18:36:00,Request for policy exception,0.67,0.85,Reviewed
1118,Usman Khan,19,14009,9159,3.2,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",May,786607,Word,2024-01-01 18:37:00,Client discussed privacy concerns,0.96,0.92,Resolved
1119,Ali Malik,19,19087,15618,3.6,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",January,421060,Word,2024-01-01 18:38:00,Client discussed privacy concerns,0.55,0.74,Resolved
1120,Fatima Javed,28,11056,12446,4.5,Yes,FALSE,FALSE,FALSE,,July,662623,Word,2024-01-01 18:39:00,General inquiry,0.78,0.84,Resolved
1121,Usman Nadeem,16,7437,7823,3.8,No,TRUE,FALSE,TRUE,"Low Working Days, Low Customer Satisfaction",July,862447,PDF,2024-01-01 18:40:00,Client discussed privacy concerns,0.73,0.92,Flagged
1122,Zain Raza,25,11468,20099,2.2,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,May,655582,Word,2024-01-01 18:41:00,General inquiry,0.95,0.87,Flagged
1123,Usman Butt,17,14080,11787,4.0,No,TRUE,FALSE,FALSE,Low Working Days,August,251720,Word,2024-01-01 18:42:00,Client discussed privacy concerns,0.98,0.96,Flagged
1124,Maira Khan,21,10951,15196,2.0,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,January,483004,Excel,2024-01-01 18:43:00,Client discussed privacy concerns,0.91,0.79,Resolved
1125,Maira Iqbal,20,10276,10380,4.3,Yes,FALSE,FALSE,FALSE,,April,326006,PDF,2024-01-01 18:44:00,General inquiry,0.56,0.96,Reviewed
1126,Fatima Raza,30,13859,21392,4.0,Yes,FALSE,FALSE,FALSE,,May,752583,Word,2024-01-01 18:45:00,Client discussed privacy concerns,0.71,1.0,Flagged
1127,Ali Javed,26,12818,13702,2.9,No,FALSE,FALSE,TRUE,Low Customer Satisfaction,July,214844,Word,2024-01-01 18:46:00,General inquiry,0.74,0.97,Flagged
1128,Hassan Raza,16,9728,6682,2.9,No,TRUE,TRUE,TRUE,"Low Working Days, Target Not Met, Low Customer Satisfaction",October,804352,Excel,2024-01-01 18:47:00,Request for policy exception,0.61,0.99,Flagged
1129,Ahmed Tariq,20,7624,4989,4.4,No,FALSE,TRUE,FALSE,Target Not Met,October,801324,Excel,2024-01-01 18:48:00,General inquiry,0.55,0.79,Reviewed
1130,Bilal Javed,16,10738,16476,4.4,No,TRUE,FALSE,FALSE,Low Working Days,June,848902,Word,2024-01-01 18:49:00,Request for policy exception,0.75,0.78,Resolved
